Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,28.309999465942383,28.415000915527344,27.774999618530273,28.0049991607666,25.462467193603516,1540200
2015-01-05,27.600000381469727,27.84000015258789,27.235000610351562,27.514999389648438,25.016956329345703,1073000
2015-01-06,27.559999465942383,27.559999465942383,27.040000915527344,27.290000915527344,24.812379837036133,1124600
2015-01-07,27.434999465942383,27.674999237060547,27.270000457763672,27.489999771118164,24.994220733642578,977600
2015-01-08,27.764999389648438,28.2450008392334,27.655000686645508,28.204999923706055,25.644311904907227,965200
2015-01-09,28.274999618530273,28.274999618530273,27.729999542236328,27.7549991607666,25.235164642333984,856400
2015-01-12,27.799999237060547,28.010000228881836,27.459999084472656,27.864999771118164,25.33517837524414,525000
2015-01-13,28.06999969482422,28.700000762939453,27.3700008392334,27.7450008392334,25.226072311401367,999400
2015-01-14,27.40999984741211,27.844999313354492,27.350000381469727,27.674999237060547,25.162425994873047,849400
2015-01-15,27.809999465942383,28.014999389648438,27.084999084472656,27.114999771118164,24.653270721435547,919800
2015-01-16,27.075000762939453,27.360000610351562,26.7450008392334,27.329999923706055,24.848751068115234,660000
2015-01-20,27.53499984741211,27.579999923706055,26.969999313354492,27.2549991607666,24.780559539794922,874200
2015-01-21,27.21500015258789,27.434999465942383,27.1299991607666,27.309999465942383,24.830568313598633,764200
2015-01-22,27.524999618530273,27.975000381469727,27.264999389648438,27.8799991607666,25.348817825317383,786400
2015-01-23,27.815000534057617,27.989999771118164,27.684999465942383,27.774999618530273,25.25334930419922,719800
2015-01-26,27.834999084472656,28.014999389648438,27.540000915527344,27.93000030517578,25.39427947998047,1214400
2015-01-27,27.950000762939453,30.084999084472656,27.829999923706055,29.864999771118164,27.153602600097656,3897600
2015-01-28,29.75,30.1200008392334,29.385000228881836,29.68000030517578,26.98539924621582,1859400
2015-01-29,29.75,30.024999618530273,29.174999237060547,29.68000030517578,26.98539924621582,1885000
2015-01-30,29.53499984741211,29.950000762939453,29.454999923706055,29.704999923706055,27.008129119873047,3136800
2015-02-02,29.725000381469727,29.985000610351562,29.520000457763672,29.899999618530273,27.185420989990234,1317400
2015-02-03,30.260000228881836,30.56999969482422,30.059999465942383,30.44499969482422,27.68094253540039,1328000
2015-02-04,30.31999969482422,30.90999984741211,30.18000030517578,30.55500030517578,27.867910385131836,1899000
2015-02-05,30.604999542236328,30.860000610351562,30.53499984741211,30.645000457763672,27.949996948242188,1176600
2015-02-06,30.645000457763672,30.895000457763672,30.524999618530273,30.725000381469727,28.022960662841797,933600
2015-02-09,30.68000030517578,30.979999542236328,30.55500030517578,30.690000534057617,27.991046905517578,875800
2015-02-10,30.81999969482422,31.084999084472656,30.55500030517578,31.05500030517578,28.32394790649414,876800
2015-02-11,31.084999084472656,31.19499969482422,30.84000015258789,31.1200008392334,28.383224487304688,780400
2015-02-12,31.200000762939453,31.514999389648438,31.135000228881836,31.329999923706055,28.57476234436035,995400
2015-02-13,31.420000076293945,31.59000015258789,31.184999465942383,31.3799991607666,28.620361328125,1313000
2015-02-17,31.235000610351562,31.375,30.950000762939453,31.239999771118164,28.492671966552734,1013400
2015-02-18,31.065000534057617,31.56999969482422,30.985000610351562,31.489999771118164,28.72068977355957,1226600
2015-02-19,31.43000030517578,31.545000076293945,31.264999389648438,31.469999313354492,28.70244789123535,607000
2015-02-20,31.309999465942383,31.649999618530273,31.139999389648438,31.649999618530273,28.86661720275879,927000
2015-02-23,31.594999313354492,31.825000762939453,31.454999923706055,31.770000457763672,28.976062774658203,525600
2015-02-24,31.760000228881836,31.915000915527344,31.520000457763672,31.665000915527344,28.880294799804688,732800
2015-02-25,31.639999389648438,31.7549991607666,31.290000915527344,31.46500015258789,28.69788360595703,727200
2015-02-26,31.5049991607666,31.760000228881836,31.209999084472656,31.7450008392334,28.953266143798828,788800
2015-02-27,31.7549991607666,31.885000228881836,31.5,31.514999389648438,28.743486404418945,503400
2015-03-02,31.584999084472656,32.244998931884766,31.385000228881836,32.224998474121094,29.391048431396484,1070000
2015-03-03,32.04499816894531,32.125,31.549999237060547,31.600000381469727,28.82101058959961,884000
2015-03-04,31.549999237060547,31.7450008392334,31.200000762939453,31.690000534057617,28.90309715270996,652400
2015-03-05,31.670000076293945,31.799999237060547,31.510000228881836,31.719999313354492,28.930458068847656,483200
2015-03-06,31.59000015258789,31.69499969482422,31.3700008392334,31.520000457763672,28.7480525970459,793600
2015-03-09,31.4950008392334,31.889999389648438,31.459999084472656,31.825000762939453,29.026229858398438,606400
2015-03-10,31.510000228881836,31.674999237060547,31.315000534057617,31.46500015258789,28.69788360595703,848800
2015-03-11,31.545000076293945,31.6200008392334,31.360000610351562,31.579999923706055,28.802770614624023,857800
2015-03-12,31.7549991607666,32.04999923706055,31.454999923706055,31.530000686645508,28.757171630859375,1018600
2015-03-13,31.420000076293945,31.6299991607666,31.0049991607666,31.020000457763672,28.292020797729492,1162000
2015-03-16,31.15999984741211,31.520000457763672,31.05500030517578,31.389999389648438,28.629486083984375,1189800
2015-03-17,31.270000457763672,31.600000381469727,31.170000076293945,31.559999465942383,28.784528732299805,1359600
2015-03-18,31.559999465942383,32.63999938964844,31.485000610351562,32.52000045776367,29.66010284423828,1441800
2015-03-19,32.474998474121094,32.64500045776367,32.025001525878906,32.125,29.299846649169922,797800
2015-03-20,32.29499816894531,32.4900016784668,32.16999816894531,32.255001068115234,29.418413162231445,1389800
2015-03-23,32.224998474121094,32.41999816894531,31.959999084472656,31.989999771118164,29.17671775817871,835200
2015-03-24,31.9950008392334,32.165000915527344,31.709999084472656,32.06999969482422,29.249679565429688,754800
2015-03-25,32.18000030517578,32.23500061035156,31.719999313354492,31.735000610351562,28.944143295288086,581400
2015-03-26,31.829999923706055,32.08000183105469,31.524999618530273,31.954999923706055,29.144792556762695,1049400
2015-03-27,32.18000030517578,32.46500015258789,31.975000381469727,32.41999816894531,29.568899154663086,988800
2015-03-30,32.709999084472656,32.98500061035156,32.70000076293945,32.880001068115234,29.988445281982422,1048400
2015-03-31,32.880001068115234,32.994998931884766,32.65999984741211,32.83000183105469,29.94284439086914,2117000
2015-04-01,32.79999923706055,32.8849983215332,32.505001068115234,32.619998931884766,29.751310348510742,799800
2015-04-02,32.34000015258789,32.869998931884766,32.20000076293945,32.68000030517578,29.806034088134766,861600
2015-04-06,32.625,32.974998474121094,32.625,32.79999923706055,29.915481567382812,1422600
2015-04-07,32.75,33.05500030517578,32.38999938964844,32.404998779296875,29.555217742919922,841400
2015-04-08,32.439998626708984,32.5,32.11000061035156,32.4900016784668,29.632749557495117,1031000
2015-04-09,32.45000076293945,32.564998626708984,32.14500045776367,32.369998931884766,29.52329444885254,596200
2015-04-10,32.505001068115234,32.54999923706055,32.20500183105469,32.4900016784668,29.632749557495117,712800
2015-04-13,32.5099983215332,32.55500030517578,32.20500183105469,32.2400016784668,29.404733657836914,722800
2015-04-14,32.43000030517578,33.064998626708984,32.08000183105469,32.834999084472656,29.94740867614746,1259600
2015-04-15,32.9900016784668,33.064998626708984,32.82500076293945,32.85499954223633,29.96564292907715,730200
2015-04-16,32.775001525878906,32.92499923706055,32.61000061035156,32.63999938964844,29.769554138183594,540000
2015-04-17,32.47999954223633,32.47999954223633,32.040000915527344,32.189998626708984,29.359127044677734,678000
2015-04-20,32.29999923706055,32.560001373291016,32.25,32.51499938964844,29.65554428100586,540600
2015-04-21,32.61000061035156,32.97999954223633,32.61000061035156,32.709999084472656,29.833396911621094,946600
2015-04-22,32.744998931884766,32.939998626708984,32.51499938964844,32.915000915527344,30.02037239074707,1103000
2015-04-23,33.040000915527344,33.04999923706055,32.61000061035156,32.82500076293945,29.938282012939453,1504600
2015-04-24,33.255001068115234,33.3650016784668,31.764999389648438,33.29499816894531,30.366954803466797,2374600
2015-04-27,33.5099983215332,33.540000915527344,32.93000030517578,33.03499984741211,30.129817962646484,1354000
2015-04-28,33.1150016784668,33.125,32.41999816894531,32.5,29.72735595703125,1670200
2015-04-29,32.3650016784668,32.43000030517578,32.0099983215332,32.1349983215332,29.393491744995117,1235600
2015-04-30,32.0099983215332,32.3650016784668,31.809999465942383,31.950000762939453,29.224281311035156,2033600
2015-05-01,32.125,32.875,32.10499954223633,32.779998779296875,29.98346519470215,1097400
2015-05-04,32.76499938964844,33.125,32.689998626708984,33.01499938964844,30.19842529296875,847000
2015-05-05,33.02000045776367,33.404998779296875,32.7599983215332,32.86000061035156,30.056642532348633,939200
2015-05-06,32.935001373291016,33.099998474121094,32.599998474121094,33.0099983215332,30.193845748901367,935600
2015-05-07,33.025001525878906,33.744998931884766,32.869998931884766,33.540000915527344,30.678627014160156,1836200
2015-05-08,33.900001525878906,34.220001220703125,33.755001068115234,34.08000183105469,31.17256736755371,1519200
2015-05-11,34.04499816894531,34.22999954223633,33.900001525878906,34.09000015258789,31.181713104248047,830800
2015-05-12,33.810001373291016,34.25,33.60499954223633,34.11000061035156,31.200002670288086,532400
2015-05-13,34.099998474121094,34.665000915527344,34.099998474121094,34.4900016784668,31.54758071899414,1125200
2015-05-14,34.73500061035156,34.98500061035156,34.4900016784668,34.744998931884766,31.780826568603516,856200
2015-05-15,34.650001525878906,34.90999984741211,34.560001373291016,34.880001068115234,31.904312133789062,1029600
2015-05-18,34.70500183105469,35.05500030517578,34.67499923706055,34.92499923706055,31.945476531982422,703000
2015-05-19,34.994998931884766,35.119998931884766,34.845001220703125,35.064998626708984,32.07352828979492,819400
2015-05-20,35.1349983215332,35.1349983215332,34.875,34.994998931884766,32.00950622558594,640800
2015-05-21,34.904998779296875,35.04499816894531,34.70500183105469,34.85499954223633,31.881446838378906,1012200
2015-05-22,34.970001220703125,35.36000061035156,34.78499984741211,35.150001525878906,32.15127182006836,1533800
2015-05-26,35.1349983215332,35.314998626708984,34.79999923706055,35.14500045776367,32.14670181274414,930400
2015-05-27,35.23500061035156,35.75,35.13999938964844,35.685001373291016,32.6406364440918,1002800
2015-05-28,35.7400016784668,35.875,35.43000030517578,35.80500030517578,32.750404357910156,824600
2015-05-29,35.72999954223633,35.875,35.45500183105469,35.689998626708984,32.645198822021484,673800
2015-06-01,35.85499954223633,36.130001068115234,35.494998931884766,35.90999984741211,32.846431732177734,682400
2015-06-02,35.880001068115234,35.98500061035156,35.47999954223633,35.59000015258789,32.553733825683594,703200
2015-06-03,35.70500183105469,36.32500076293945,35.45500183105469,36.150001525878906,33.065975189208984,721000
2015-06-04,35.994998931884766,36.05500030517578,35.599998474121094,35.72999954223633,32.681793212890625,374600
2015-06-05,35.7400016784668,35.82500076293945,35.43000030517578,35.73500061035156,32.686363220214844,624400
2015-06-08,35.709999084472656,35.88999938964844,35.150001525878906,35.26499938964844,32.25646209716797,1327800
2015-06-09,35.290000915527344,35.375,35.025001525878906,35.224998474121094,32.21988296508789,837600
2015-06-10,35.29999923706055,35.66999816894531,35.1150016784668,35.52000045776367,32.48971939086914,1101800
2015-06-11,35.58000183105469,36.47999954223633,35.5099983215332,36.470001220703125,33.3586540222168,1295800
2015-06-12,36.45000076293945,36.75,36.279998779296875,36.595001220703125,33.47300720214844,1006800
2015-06-15,36.279998779296875,36.415000915527344,36.01499938964844,36.38999938964844,33.285484313964844,916000
2015-06-16,36.31999969482422,36.709999084472656,36.15999984741211,36.6150016784668,33.491294860839844,695600
2015-06-17,36.595001220703125,36.845001220703125,36.48500061035156,36.68000030517578,33.55075454711914,653200
2015-06-18,36.82500076293945,37.119998931884766,36.724998474121094,36.834999084472656,33.69252395629883,1239200
2015-06-19,36.79499816894531,36.974998474121094,36.630001068115234,36.82500076293945,33.683372497558594,1437600
2015-06-22,37.10499954223633,37.1349983215332,36.85499954223633,36.970001220703125,33.81601333618164,958400
2015-06-23,37.15999984741211,37.20000076293945,36.814998626708984,36.97999954223633,33.82515335083008,807400
2015-06-24,36.915000915527344,37.095001220703125,36.474998474121094,36.54499816894531,33.427268981933594,482000
2015-06-25,36.70500183105469,36.8650016784668,36.415000915527344,36.6150016784668,33.491294860839844,607000
2015-06-26,36.70500183105469,36.84000015258789,36.3849983215332,36.709999084472656,33.57819366455078,1793800
2015-06-29,36.290000915527344,36.52000045776367,35.77000045776367,35.790000915527344,32.73667907714844,831600
2015-06-30,36.189998626708984,36.36000061035156,35.935001373291016,35.9900016784668,32.91960906982422,1122600
2015-07-01,36.34000015258789,36.849998474121094,36.20500183105469,36.689998626708984,33.559898376464844,1030800
2015-07-02,36.880001068115234,36.95000076293945,36.189998626708984,36.380001068115234,33.27634048461914,642000
2015-07-06,36.09000015258789,36.540000915527344,36.005001068115234,36.25,33.15742874145508,661600
2015-07-07,36.345001220703125,36.345001220703125,34.84000015258789,35.165000915527344,32.16499710083008,2500800
2015-07-08,34.709999084472656,34.720001220703125,32.255001068115234,32.400001525878906,29.63588523864746,6055800
2015-07-09,32.779998779296875,33.470001220703125,32.625,32.67499923706055,29.887422561645508,3128000
2015-07-10,33.0,33.23500061035156,32.845001220703125,33.18000030517578,30.349349975585938,1665400
2015-07-13,33.400001525878906,33.875,33.334999084472656,33.7599983215332,30.87984848022461,1717400
